Link,Area,Year of Building,Number of Rooms,Elevator,Parking,Storage,Bale,Price,Tabaghe,Subtitle
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B2%DB%B8%DB%B1%D9%85%D8%AA%D8%B1%D8%AF%D8%B1%D9%88%D8%B3-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D9%82%D8%A7%D8%A8%D9%84-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1/wZhx4kTo,۲۸۱,۱۴۰۱,۳,آسانسور,پارکینگ,انباری,بله,۸۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳,۳ ساعت پیش در تهران، دروس
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%DA%A9-%D9%86%D9%81/wZHmL0xs,۱۰۳,۱۴۰۱,۲,آسانسور,پارکینگ,انباری,بله,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۴,۳ ساعت پیش در تهران، شهرک نفت (منطقه ۵)
https://divar.ir/v/%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%DB%B1%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%86%D9%82%D8%B4%D9%87-%D8%A7%D9%84-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D9%82%D8%A7%D8%A8%D9%84-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1/wZyBldF5,۱۷۰,۱۴۰۲,۳,آسانسور,پارکینگ,انباری,nan,۲۱۱٬۷۶۴٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، پاسداران
https://divar.ir/v/115%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%A7%DA%A9%D9%88%D8%A7%D8%B1%DB%8C%D9%88%D9%85-%D8%B3%D8%A7%D8%B2%D9%87-%D8%A8%DB%8C-%D8%A8%D8%AF%DB%8C%D9%84-2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/wZnIbUYn,۱۱۵,۱۴۰۰,۲,آسانسور,پارکینگ,انباری,بله,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۳ ساعت پیش در تهران، جنت‌آباد مرکزی
https://divar.ir/v/%DB%B1%DB%B1%DB%B2%D9%85-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1/wZTGXWjL,۱۱۲,۱۴۰۰,۳,آسانسور,پارکینگ,انباری,nan,۸۵٬۵۳۵٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، استاد معین
https://divar.ir/v/%DB%B1%DB%B2%DB%B5%D9%85%D8%AA%D8%B1-4%D8%B3%D8%A7%D9%84%D9%87-%D8%B4%D8%A7%D9%87%DA%A9%D8%A7%D8%B1-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D9%85%D8%AF%D8%B1%D9%86-%D9%87%D9%85%D8%B3%D8%A7%DB%8C%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8/wZMqP2mR,۱۲۵,۱۳۹۹,۲,آسانسور,پارکینگ,انباری,بله,۱۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۳ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%DB%B1%DB%B3%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%DB%B3-%D8%B3%D8%A7%D9%84%D9%87-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87/wZDmtCwa,۱۳۵,۱۴۰۰,۳,آسانسور,پارکینگ,انباری,بله,۲۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۳ ساعت پیش در تهران، پونک
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B1%DB%B1%DB%B6-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AD%D8%AF-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/wZTKnDqW,۱۱۶,۱۳۸۸,۲,آسانسور,پارکینگ,انباری,nan,۱۰۸٬۶۲۰٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%AA%D9%88%D8%AD%DB%8C%D8%AF/wZ4Zg7fO,۸۲,۱۳۹۸,۲,آسانسور,پارکینگ,انباری,بله,۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۵,۳ ساعت پیش در تهران، توحید
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B7%D8%A8%D9%82%D9%87-%DB%B1-%D8%AF%D8%B1-%D8%AE%D8%A7%D9%86%DB%8C-%D8%A2%D8%A8%D8%A7%D8%AF/wZTG3-N6,۶۵,۱۳۸۵,۲,آسانسور ندارد,پارکینگ,انباری,بله,۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱,۳ ساعت پیش در تهران، خانی‌آباد نو
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B2%DB%B7-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87/wZKyZKDh,۱۲۷,۱۴۰۲,۳,آسانسور,پارکینگ,انباری,nan,۲۴۰٬۱۵۷٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، دریا
https://divar.ir/v/%DB%B1%DB%B3%DB%B0%D9%85%D8%AA%D8%B1-%D9%88%DB%8C%D9%88-%D8%AF%D8%A7%D8%B1-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%B4%D8%A7%D9%87%DA%A9%D8%A7%D8%B1-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D8%A8%D8%B9%D8%AB%D8%AA/wZxdkUPK,۱۳۰,۱۴۰۰,۲,آسانسور,پارکینگ,انباری,بله,۱۴٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۳ ساعت پیش در تهران، جنت‌آباد مرکزی
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B7%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B7%D8%A8%D9%82%D9%87-%DB%B1-%D8%AF%D8%B1-%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C/wZTG35Mz,۷۳,۱۳۸۳,۲,آسانسور ندارد,پارکینگ,انباری,بله,۷٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۱ از ۴,۳ ساعت پیش در تهران، آشتیانی
https://divar.ir/v/%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DA%A9%D8%A7%D8%B1%D9%88%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87/wZSWw7Tx,۷۰,۱۳۹۰,۲,آسانسور ندارد,پارکینگ ندارد,انباری,بله,۳٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴,۳ ساعت پیش در تهران، جیحون
https://divar.ir/v/%D8%AC%D9%88%D8%A7%D9%86%D9%85%D8%B1%D8%AF-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%AD%D9%86%DB%8C%D9%81%D9%87-%D8%B2%D8%A7%D8%AF%D9%87-%D8%A8%DB%8C-%D9%82%DB%8C%D9%85%D8%AA-2%D8%AE%D9%88%D8%A7%D8%A8%D9%87/wZTGXpjh,۸۱,۱۴۰۰,۲,آسانسور,پارکینگ ندارد,انباری ندارد,بله,۴٬۴۸۰٬۰۰۰٬۰۰۰ تومان,۱,۳ ساعت پیش در تهران، دیلمان
https://divar.ir/v/%DB%B1%DB%B4%DB%B5%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%B3%D8%B1%D8%AA%D8%A7%D8%B3%D8%B1-%D8%AF%DB%8C%D9%88%D8%A7%D8%B1-%D8%B4%DB%8C%D8%B4%D9%87-%D8%A7%DB%8C-%D9%88%DB%8C%D9%88%D8%AF%D8%A7%D8%B1/wZSmnGt5,۱۴۵,۱۴۰۲,۳,آسانسور,پارکینگ,انباری,بله,۱۸٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۴,۳ ساعت پیش در تهران، جنت‌آباد مرکزی
https://divar.ir/v/%DA%A9%D8%A7%D9%85%D8%B1%D8%A7%D9%86%DB%8C%D9%87-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%DB%B4%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87/wZX82AN8,۴۰۰,۱۴۰۱,۴,آسانسور,پارکینگ,انباری,بله,۱۶۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹,۳ ساعت پیش در تهران، کامرانیه
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B4%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B7%D8%A8%D9%82%D9%87-%DB%B3-%D8%AF%D8%B1-%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84/wZSqWSTM,۴۵,۱۳۷۸,۱,آسانسور ندارد,پارکینگ ندارد,انباری,nan,۵۴٬۴۴۴٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، سلسبیل
https://divar.ir/v/%DB%B1%DB%B1%DB%B8%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D9%88%DB%8C%D9%88-%D8%AF%D8%A7%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B3%D9%86%D8%AF-%D8%B4%D8%AE%D8%B5%DB%8C/wZSizoAs,۱۱۸,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۱۳٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۵ از ۵,۳ ساعت پیش در تهران، جنت‌آباد شمالی
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%88%D8%A7%D8%AD%D8%AF77-%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF/wZ-p0WC3,۸۰,۱۳۹۱,۲,آسانسور,پارکینگ,انباری,بله,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۴,۳ ساعت پیش در تهران، شهر زیبا
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-87%D9%85%D8%AA%D8%B1%DB%8C-2%D8%A8%D8%B1%D9%86%D9%88%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/wZGKA7kK,۹۰,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۵,۳ ساعت پیش در تهران، هروی
https://divar.ir/v/65-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B1%D9%88-%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%B4%DB%8C%DA%A9-%D9%88-%D8%AA%D9%85%DB%8C%D8%B2-%D8%AD%D8%B3%D8%A7%D9%85-%D8%A7%D9%84%D8%AF%DB%8C%D9%86/wZOSntA3,۶۵,۱۳۷۹,۲,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,nan,۴۷٬۲۳۰٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، هفت چنار
https://divar.ir/v/%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%AC%D9%86%D8%AA-%D8%AC%D9%86%D9%88%D8%A8/wZMC639I,۱۰۰,۱۴۰۱,۲,آسانسور,پارکینگ,انباری,بله,۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۴,۳ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%D9%88%D8%A7%D8%AD%D8%AF-65-%D9%85%D8%AA%D8%B1-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF-%D9%81%D9%88%D9%84-%D8%AF%DB%8C%D8%B2%D8%A7%DB%8C%D9%86/wZ-5IIV8,۶۵,۱۳۹۸,۱,آسانسور,پارکینگ,انباری,بله,۲٬۴۶۰٬۰۰۰٬۰۰۰ تومان,۲,۳ ساعت پیش در تهران، شهر زیبا
https://divar.ir/v/%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AC%D9%86%D8%AA-%D8%AC%D9%86%D9%88%D8%A8-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C/wZS2TRX4,۹۰,۱۳۹۶,۲,آسانسور,پارکینگ,انباری,بله,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲,۳ ساعت پیش در تهران، جنت‌آباد جنوبی
https://divar.ir/v/%D9%BE%D8%A7%D9%84%DB%8C%D8%B2%DB%8C-%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%81%D9%88%D9%84-%D9%84%D8%A7%D8%A8%DB%8C-%DA%A9%D8%A7%D8%AE%DB%8C-%D9%85%D8%AC%D9%84%D9%84/wZPNiQe2,۵۰,۱۴۰۳,۱,آسانسور,پارکینگ,انباری,بله,۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱ از ۸,۳ ساعت پیش در تهران، نیلوفر
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B4%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%AC%DB%8C%D8%AD%D9%88%D9%86/wZRWO7XQ,۴۲,۱۳۹۴,۱,آسانسور,پارکینگ ندارد,انباری,nan,۷۰٬۷۱۴٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، جیحون
https://divar.ir/v/%DB%B9%DB%B1%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%B4%D8%AE%D8%B5%DB%8C-%D8%B3%D8%A7%D8%B2-%D9%85%D8%AD%D9%84%D9%87-%D8%A8%D9%87%D8%A7%D8%B1-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D9%BE%D8%A7%D8%B1%D8%B3/wZ5RCuX2,۹۱,۱۳۹۰,۲,آسانسور,پارکینگ,انباری,بله,۸٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۳ ساعت پیش در تهران، تهرانپارس غربی
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C/wZTG3e3j,۴۰,۱۳۹۰,۱,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,بله,۲٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳,۳ ساعت پیش در تهران، خزانه
https://divar.ir/v/%DB%B8%DB%B2-%D9%85%D8%AA%D8%B1-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B3%D8%B9%D8%A7%D8%AF%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF/wZE-NpXc,۸۲,۱۳۸۳,۲,آسانسور ندارد,پارکینگ,انباری,بله,۸٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳,۳ ساعت پیش در تهران، سعادت‌آباد
https://divar.ir/v/%DB%B1%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%D9%82%DB%8C%D8%B7%D8%B1%DB%8C%D9%87-%D8%AC%D9%86%D9%88%D8%A8%DB%8C-%D8%AC%D9%87%D8%A7%D9%86%D8%AA%D8%A7%D8%A8-%D9%81%D8%A7%DB%8C%D9%84-%D8%A7%D9%86%D8%AD%D8%B5%D8%A7%D8%B1%DB%8C/wZPRg_V7,۱۶۰,۱۳۸۸,۳,آسانسور,پارکینگ,انباری,بله,۲۵٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۶,۳ ساعت پیش در تهران، قیطریه
https://divar.ir/v/%D9%88%D9%84%D9%86%D8%AC%DA%A9-%DB%B2%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%BA%D8%B1%D9%82-%D8%AF%D8%B1-%D9%86%D9%88%D8%B1/wZTGHTRm,۲۵۰,۱۴۰۳,۳,آسانسور,پارکینگ,انباری,بله,۸۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶ از ۶,۳ ساعت پیش در تهران، ولنجک
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AF%D8%B1-%D8%B4%D9%87%DB%8C%D8%AF-%D8%B1%D8%AC%D8%A7%DB%8C%DB%8C/wZT-W2pt,۵۳,۱۳۸۱,۱,آسانسور,پارکینگ ندارد,انباری ندارد,بله,۴۲٬۰۰۰٬۰۰۰ تومان,۴ از ۵,۳ ساعت پیش در تهران، شهید رجایی
https://divar.ir/v/%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86/wZTG3OQo,۷۳,۱۳۹۶,۲,آسانسور,پارکینگ,انباری,nan,۱۴۵٬۲۰۵٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، صادقیه
https://divar.ir/v/%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D9%87%D9%86%D9%87f%D8%A7%D8%B1%D8%AA%D8%B4-%D8%A8%D8%B1%D8%ACh5/wZTGHHUP,۱۰۰,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۳٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۲۹,۳ ساعت پیش در تهران، دریاچه شهدای خلیج فارس
https://divar.ir/v/%DA%A9%D8%AF%D8%B1%D9%87%DA%AF%DB%8C%D8%B1%DB%8C-%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87-%DA%86%DB%8C%D8%AA%DA%AF%D8%B1-%D8%A8%D8%B1%D8%AC-%D8%A8%D8%A7%D8%BA-%D8%A7%D9%84%D9%85%D8%A7%D8%B3/wZsgGUts,۱۰۰,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱۰ از ۱۵,۳ ساعت پیش در تهران، چیتگر
https://divar.ir/v/%DB%B5%DB%B8%D9%85%D8%AA%D8%B1%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%DA%A9%D9%84%DB%8C%D8%AF%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%B7%D9%88%D8%B3/wZTGXJLm,۵۸,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,nan,۷۷٬۵۸۶٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، زنجان
https://divar.ir/v/%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%DA%86%D9%87%D8%A7%D8%B1%D8%A8%D8%A7%D8%BA-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF-%D8%A8%D8%A7-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%DA%A9%D9%85%DB%8C%D9%84/gZY9Eoa4,۶۵,۱۴۰۰,۲,آسانسور,پارکینگ ندارد,انباری,بله,۲٬۰۱۲٬۰۰۰٬۰۰۰ تومان,۳,۳ ساعت پیش در تهران، مبارک‌آباد بهشتی
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B3%DB%B7-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7%D8%B2-%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D8%A7%DA%A9%D8%B3/wZTCXwGW,۳۷,۱۳۸۴,۱,آسانسور ندارد,پارکینگ,انباری,بله,۲٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۲ از ۳,۳ ساعت پیش در تهران، جیحون
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D9%85%D8%B3%DA%A9%D9%88%D9%86%DB%8C/wZTG3FD5,۹۰,۱۳۹۳,۲,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,بله,۲٬۶۱۰٬۰۰۰٬۰۰۰ تومان,۱ از ۳,۳ ساعت پیش در تهران، ظهیرآباد
https://divar.ir/v/%DB%B7%DB%B5%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/wZTC36j4,۷۵,۱۳۹۴,۲,آسانسور,پارکینگ,انباری,بله,۴٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۴ از ۴,۳ ساعت پیش در تهران، بریانک
https://divar.ir/v/%DB%B7%DB%B0%D9%85%D8%AA%D8%B1%DB%8C%DB%B2%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1/wZL2qAqo,۷۰,۱۴۰۲,۲,آسانسور,پارکینگ,انباری ندارد,nan,۷۴٬۱۴۲٬۰۰۰ تومان,nan,۳ ساعت پیش در تهران، شارق شرقی
https://divar.ir/v/%D8%A8%D8%B1%D8%AC-%D9%85%D8%AC%D9%84%D9%84-%D8%B1%D9%88%D9%86%DB%8C%DA%A9%D8%A7-%D9%BE%D8%A7%D9%84%D8%A7%D8%B3-%D8%B1%D8%AD%DB%8C%D9%85-%D9%82%D8%B1%D8%A8%D8%A7%D9%86%DB%8C-%D8%AF%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87%DB%B2%DB%B2/wZS21w9s,۱۰۰,۱۴۰۳,۲,آسانسور,پارکینگ,انباری,بله,۱٬۱۱۱٬۱۱۱ تومان,۹ از ۱۶,۳ ساعت پیش در تهران، کوهک
https://divar.ir/v/%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%B4%D8%B1%D9%82%DB%8C-%D8%B3%D9%86%D8%A8%D9%84-%DB%B3%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%DA%86%D9%87%D8%A7%D8%B1-%D8%AE%D9%88%D8%A7%D8%A8-%D9%88%DB%8C%D9%88-%D9%85%D8%B4%D8%AC%D8%B1/wZTCXz7B,۳۰۰,۱۴۰۰,۴,آسانسور,پارکینگ,انباری,بله,۸۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳ از ۷,۳ ساعت پیش در تهران، فرمانیه
